kind,policy,instance,step,tool,restart,input_hash,claim,outcome
receipt,random,8,4,0,0,27a531fcfe54966c,0,1
receipt,random,8,4,1,0,27a531fcfe54966c,0,1
receipt,random,9,0,0,0,2cfa1d916a3d8623,0,0
receipt,random,9,0,1,0,2cfa1d916a3d8623,1,0
receipt,random,9,1,0,0,2cfa1d916a3d8623,1,0
receipt,random,9,1,1,0,2cfa1d916a3d8623,0,0
receipt,random,9,2,0,0,2cfa1d916a3d8623,0,0
receipt,random,9,2,1,0,2cfa1d916a3d8623,0,0
receipt,random,9,3,0,0,2cfa1d916a3d8623,0,0
receipt,random,9,3,1,0,2cfa1d916a3d8623,1,0
receipt,random,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,random,9,4,1,0,2cfa1d916a3d8623,1,0
receipt,random,10,0,0,0,150544199e0be321,0,0
receipt,random,10,0,1,0,150544199e0be321,0,0
receipt,random,10,1,0,0,150544199e0be321,0,0
receipt,random,10,1,1,0,150544199e0be321,1,0
receipt,random,10,2,0,0,150544199e0be321,0,0
receipt,random,10,2,1,0,150544199e0be321,1,0
receipt,random,10,3,0,0,150544199e0be321,0,0
receipt,random,10,3,1,0,150544199e0be321,1,0
receipt,random,10,4,0,0,150544199e0be321,0,0
receipt,random,10,4,1,0,150544199e0be321,1,0
receipt,random,11,0,0,0,a3b91ce46047daec,1,0
receipt,random,11,0,1,0,a3b91ce46047daec,0,0
receipt,random,11,1,0,0,a3b91ce46047daec,0,0
receipt,random,11,1,1,0,a3b91ce46047daec,0,0
receipt,random,11,2,0,0,a3b91ce46047daec,1,0
receipt,random,11,2,1,0,a3b91ce46047daec,1,0
receipt,random,11,3,0,0,a3b91ce46047daec,1,0
receipt,random,11,3,1,0,a3b91ce46047daec,1,0
receipt,random,11,4,0,0,a3b91ce46047daec,1,0
receipt,random,11,4,1,0,a3b91ce46047daec,0,0
receipt,replay,0,0,0,0,ac9eef8f1a00f482,1,0
receipt,replay,0,0,1,0,ac9eef8f1a00f482,0,0
receipt,replay,0,1,0,0,ac9eef8f1a00f482,0,0
receipt,replay,0,1,1,0,ac9eef8f1a00f482,1,0
receipt,replay,0,2,0,0,ac9eef8f1a00f482,0,0
receipt,replay,0,2,1,0,ac9eef8f1a00f482,0,0
receipt,replay,0,3,0,0,ac9eef8f1a00f482,1,0
receipt,replay,0,3,1,0,ac9eef8f1a00f482,1,0
receipt,replay,0,4,0,0,ac9eef8f1a00f482,0,0
receipt,replay,0,4,1,0,ac9eef8f1a00f482,1,0
receipt,replay,1,0,0,0,cfcd17f27abc9bf3,1,1
receipt,replay,1,0,1,0,cfcd17f27abc9bf3,0,1
receipt,replay,1,1,0,0,cfcd17f27abc9bf3,0,1
receipt,replay,1,1,1,0,cfcd17f27abc9bf3,1,1
receipt,replay,1,2,0,0,cfcd17f27abc9bf3,0,1
receipt,replay,1,2,1,0,cfcd17f27abc9bf3,1,1
receipt,replay,1,3,0,0,cfcd17f27abc9bf3,1,1
receipt,replay,1,3,1,0,cfcd17f27abc9bf3,0,1
receipt,replay,1,4,0,0,cfcd17f27abc9bf3,1,1
receipt,replay,1,4,1,0,cfcd17f27abc9bf3,0,1
receipt,replay,2,0,0,0,59d9b319754c58d8,0,1
receipt,replay,2,0,1,0,59d9b319754c58d8,0,1
receipt,replay,2,1,0,0,59d9b319754c58d8,1,1
receipt,replay,2,1,1,0,59d9b319754c58d8,1,1
receipt,replay,2,2,0,0,59d9b319754c58d8,0,1
receipt,replay,2,2,1,0,59d9b319754c58d8,0,1
receipt,replay,2,3,0,0,59d9b319754c58d8,0,1
receipt,replay,2,3,1,0,59d9b319754c58d8,0,1
receipt,replay,2,4,0,0,59d9b319754c58d8,0,1
receipt,replay,2,4,1,0,59d9b319754c58d8,0,1
receipt,replay,3,0,0,0,959a1ccc4bd4795a,1,0
receipt,replay,3,0,1,0,959a1ccc4bd4795a,1,0
receipt,replay,3,1,0,0,959a1ccc4bd4795a,0,0
receipt,replay,3,1,1,0,959a1ccc4bd4795a,0,0
receipt,replay,3,2,0,0,959a1ccc4bd4795a,1,0
receipt,replay,3,2,1,0,959a1ccc4bd4795a,0,0
receipt,replay,3,3,0,0,959a1ccc4bd4795a,0,0
receipt,replay,3,3,1,0,959a1ccc4bd4795a,1,0
receipt,replay,3,4,0,0,959a1ccc4bd4795a,0,0
receipt,replay,3,4,1,0,959a1ccc4bd4795a,1,0
receipt,replay,4,0,0,0,e42753ade51b9596,1,1
receipt,replay,4,0,1,0,e42753ade51b9596,0,1
receipt,replay,4,1,0,0,e42753ade51b9596,1,1
receipt,replay,4,1,1,0,e42753ade51b9596,0,1
receipt,replay,4,2,0,0,e42753ade51b9596,1,1
receipt,replay,4,2,1,0,e42753ade51b9596,1,1
receipt,replay,4,3,0,0,e42753ade51b9596,1,1
receipt,replay,4,3,1,0,e42753ade51b9596,1,1
receipt,replay,4,4,0,0,e42753ade51b9596,0,1
receipt,replay,4,4,1,0,e42753ade51b9596,0,1
receipt,replay,5,0,0,0,fbedc004d4e1ae4d,1,1
receipt,replay,5,0,1,0,fbedc004d4e1ae4d,1,1
receipt,replay,5,1,0,0,fbedc004d4e1ae4d,0,1
receipt,replay,5,1,1,0,fbedc004d4e1ae4d,0,1
receipt,replay,5,2,0,0,fbedc004d4e1ae4d,0,1
receipt,replay,5,2,1,0,fbedc004d4e1ae4d,1,1
receipt,replay,5,3,0,0,fbedc004d4e1ae4d,0,1
receipt,replay,5,3,1,0,fbedc004d4e1ae4d,1,1
receipt,replay,5,4,0,0,fbedc004d4e1ae4d,1,1
receipt,replay,5,4,1,0,fbedc004d4e1ae4d,0,1
receipt,replay,6,0,0,0,546ab947816e6965,0,1
receipt,replay,6,0,1,0,546ab947816e6965,1,1
receipt,replay,6,1,0,0,546ab947816e6965,0,1
receipt,replay,6,1,1,0,546ab947816e6965,0,1
receipt,replay,6,2,0,0,546ab947816e6965,1,1
receipt,replay,6,2,1,0,546ab947816e6965,0,1
receipt,replay,6,3,0,0,546ab947816e6965,0,1
receipt,replay,6,3,1,0,546ab947816e6965,1,1
receipt,replay,6,4,0,0,546ab947816e6965,1,1
receipt,replay,6,4,1,0,546ab947816e6965,1,1
receipt,replay,7,0,0,0,61f86ca6bb07a4a,0,0
receipt,replay,7,0,1,0,61f86ca6bb07a4a,1,0
receipt,replay,7,1,0,0,61f86ca6bb07a4a,1,0
receipt,replay,7,1,1,0,61f86ca6bb07a4a,0,0
receipt,replay,7,2,0,0,61f86ca6bb07a4a,0,0
receipt,replay,7,2,1,0,61f86ca6bb07a4a,0,0
receipt,replay,7,3,0,0,61f86ca6bb07a4a,0,0
receipt,replay,7,3,1,0,61f86ca6bb07a4a,1,0
receipt,replay,7,4,0,0,61f86ca6bb07a4a,0,0
receipt,replay,7,4,1,0,61f86ca6bb07a4a,1,0
receipt,replay,8,0,0,0,27a531fcfe54966c,1,1
receipt,replay,8,0,1,0,27a531fcfe54966c,0,1
receipt,replay,8,1,0,0,27a531fcfe54966c,0,1
receipt,replay,8,1,1,0,27a531fcfe54966c,0,1
receipt,replay,8,2,0,0,27a531fcfe54966c,1,1
receipt,replay,8,2,1,0,27a531fcfe54966c,1,1
receipt,replay,8,3,0,0,27a531fcfe54966c,0,1
receipt,replay,8,3,1,0,27a531fcfe54966c,1,1
receipt,replay,8,4,0,0,27a531fcfe54966c,0,1
receipt,replay,8,4,1,0,27a531fcfe54966c,1,1
receipt,replay,9,0,0,0,2cfa1d916a3d8623,1,0
receipt,replay,9,0,1,0,2cfa1d916a3d8623,1,0
receipt,replay,9,1,0,0,2cfa1d916a3d8623,0,0
receipt,replay,9,1,1,0,2cfa1d916a3d8623,1,0
receipt,replay,9,2,0,0,2cfa1d916a3d8623,0,0
receipt,replay,9,2,1,0,2cfa1d916a3d8623,0,0
receipt,replay,9,3,0,0,2cfa1d916a3d8623,1,0
receipt,replay,9,3,1,0,2cfa1d916a3d8623,1,0
receipt,replay,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,replay,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,replay,10,0,0,0,150544199e0be321,1,0
receipt,replay,10,0,1,0,150544199e0be321,1,0
receipt,replay,10,1,0,0,150544199e0be321,0,0
receipt,replay,10,1,1,0,150544199e0be321,1,0
receipt,replay,10,2,0,0,150544199e0be321,0,0
receipt,replay,10,2,1,0,150544199e0be321,1,0
receipt,replay,10,3,0,0,150544199e0be321,0,0
receipt,replay,10,3,1,0,150544199e0be321,1,0
receipt,replay,10,4,0,0,150544199e0be321,1,0
receipt,replay,10,4,1,0,150544199e0be321,0,0
receipt,replay,11,0,0,0,a3b91ce46047daec,1,0
receipt,replay,11,0,1,0,a3b91ce46047daec,0,0
receipt,replay,11,1,0,0,a3b91ce46047daec,1,0
receipt,replay,11,1,1,0,a3b91ce46047daec,1,0
receipt,replay,11,2,0,0,a3b91ce46047daec,1,0
receipt,replay,11,2,1,0,a3b91ce46047daec,0,0
receipt,replay,11,3,0,0,a3b91ce46047daec,1,0
receipt,replay,11,3,1,0,a3b91ce46047daec,0,0
receipt,replay,11,4,0,0,a3b91ce46047daec,1,0
receipt,replay,11,4,1,0,a3b91ce46047daec,1,0
receipt,no_memory,0,0,0,0,ac9eef8f1a00f482,1,0
receipt,no_memory,0,0,1,0,ac9eef8f1a00f482,1,0
receipt,no_memory,0,1,0,0,ac9eef8f1a00f482,0,0
receipt,no_memory,0,1,1,0,ac9eef8f1a00f482,0,0
receipt,no_memory,0,2,0,0,ac9eef8f1a00f482,0,0
receipt,no_memory,0,2,1,0,ac9eef8f1a00f482,1,0
receipt,no_memory,0,3,0,0,ac9eef8f1a00f482,0,0
receipt,no_memory,0,3,1,0,ac9eef8f1a00f482,1,0
receipt,no_memory,0,4,0,0,ac9eef8f1a00f482,1,0
receipt,no_memory,0,4,1,0,ac9eef8f1a00f482,1,0
receipt,no_memory,1,0,0,0,cfcd17f27abc9bf3,0,1
receipt,no_memory,1,0,1,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,1,1,0,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,1,1,1,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,1,2,0,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,1,2,1,0,cfcd17f27abc9bf3,0,1
receipt,no_memory,1,3,0,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,1,3,1,0,cfcd17f27abc9bf3,0,1
receipt,no_memory,1,4,0,0,cfcd17f27abc9bf3,0,1
receipt,no_memory,1,4,1,0,cfcd17f27abc9bf3,1,1
receipt,no_memory,2,0,0,0,59d9b319754c58d8,0,1
receipt,no_memory,2,0,1,0,59d9b319754c58d8,1,1
receipt,no_memory,2,1,0,0,59d9b319754c58d8,1,1
receipt,no_memory,2,1,1,0,59d9b319754c58d8,0,1
receipt,no_memory,2,2,0,0,59d9b319754c58d8,0,1
receipt,no_memory,2,2,1,0,59d9b319754c58d8,0,1
receipt,no_memory,2,3,0,0,59d9b319754c58d8,0,1
receipt,no_memory,2,3,1,0,59d9b319754c58d8,1,1
receipt,no_memory,2,4,0,0,59d9b319754c58d8,1,1
receipt,no_memory,2,4,1,0,59d9b319754c58d8,0,1
receipt,no_memory,3,0,0,0,959a1ccc4bd4795a,0,0
receipt,no_memory,3,0,1,0,959a1ccc4bd4795a,1,0
receipt,no_memory,3,1,0,0,959a1ccc4bd4795a,0,0
receipt,no_memory,3,1,1,0,959a1ccc4bd4795a,0,0
receipt,no_memory,3,2,0,0,959a1ccc4bd4795a,1,0
receipt,no_memory,3,2,1,0,959a1ccc4bd4795a,1,0
receipt,no_memory,3,3,0,0,959a1ccc4bd4795a,0,0
receipt,no_memory,3,3,1,0,959a1ccc4bd4795a,0,0
receipt,no_memory,3,4,0,0,959a1ccc4bd4795a,1,0
receipt,no_memory,3,4,1,0,959a1ccc4bd4795a,1,0
receipt,no_memory,4,0,0,0,e42753ade51b9596,0,1
receipt,no_memory,4,0,1,0,e42753ade51b9596,0,1
receipt,no_memory,4,1,0,0,e42753ade51b9596,1,1
receipt,no_memory,4,1,1,0,e42753ade51b9596,0,1
receipt,no_memory,4,2,0,0,e42753ade51b9596,1,1
receipt,no_memory,4,2,1,0,e42753ade51b9596,1,1
receipt,no_memory,4,3,0,0,e42753ade51b9596,1,1
receipt,no_memory,4,3,1,0,e42753ade51b9596,1,1
receipt,no_memory,4,4,0,0,e42753ade51b9596,1,1
receipt,no_memory,4,4,1,0,e42753ade51b9596,0,1
receipt,no_memory,5,0,0,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,0,1,0,fbedc004d4e1ae4d,1,1
receipt,no_memory,5,1,0,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,1,1,0,fbedc004d4e1ae4d,1,1
receipt,no_memory,5,2,0,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,2,1,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,3,0,0,fbedc004d4e1ae4d,1,1
receipt,no_memory,5,3,1,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,4,0,0,fbedc004d4e1ae4d,0,1
receipt,no_memory,5,4,1,0,fbedc004d4e1ae4d,1,1
receipt,no_memory,6,0,0,0,546ab947816e6965,1,1
receipt,no_memory,6,0,1,0,546ab947816e6965,1,1
receipt,no_memory,6,1,0,0,546ab947816e6965,1,1
receipt,no_memory,6,1,1,0,546ab947816e6965,0,1
receipt,no_memory,6,2,0,0,546ab947816e6965,1,1
receipt,no_memory,6,2,1,0,546ab947816e6965,1,1
receipt,no_memory,6,3,0,0,546ab947816e6965,0,1
receipt,no_memory,6,3,1,0,546ab947816e6965,0,1
receipt,no_memory,6,4,0,0,546ab947816e6965,1,1
receipt,no_memory,6,4,1,0,546ab947816e6965,0,1
receipt,no_memory,7,0,0,0,61f86ca6bb07a4a,1,0
receipt,no_memory,7,0,1,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,1,0,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,1,1,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,2,0,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,2,1,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,3,0,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,3,1,0,61f86ca6bb07a4a,1,0
receipt,no_memory,7,4,0,0,61f86ca6bb07a4a,0,0
receipt,no_memory,7,4,1,0,61f86ca6bb07a4a,1,0
receipt,no_memory,8,0,0,0,27a531fcfe54966c,1,1
receipt,no_memory,8,0,1,0,27a531fcfe54966c,0,1
receipt,no_memory,8,1,0,0,27a531fcfe54966c,1,1
receipt,no_memory,8,1,1,0,27a531fcfe54966c,1,1
receipt,no_memory,8,2,0,0,27a531fcfe54966c,1,1
receipt,no_memory,8,2,1,0,27a531fcfe54966c,1,1
receipt,no_memory,8,3,0,0,27a531fcfe54966c,0,1
receipt,no_memory,8,3,1,0,27a531fcfe54966c,1,1
receipt,no_memory,8,4,0,0,27a531fcfe54966c,0,1
receipt,no_memory,8,4,1,0,27a531fcfe54966c,1,1
receipt,no_memory,9,0,0,0,2cfa1d916a3d8623,1,0
receipt,no_memory,9,0,1,0,2cfa1d916a3d8623,1,0
receipt,no_memory,9,1,0,0,2cfa1d916a3d8623,0,0
receipt,no_memory,9,1,1,0,2cfa1d916a3d8623,1,0
receipt,no_memory,9,2,0,0,2cfa1d916a3d8623,1,0
receipt,no_memory,9,2,1,0,2cfa1d916a3d8623,0,0
receipt,no_memory,9,3,0,0,2cfa1d916a3d8623,0,0
receipt,no_memory,9,3,1,0,2cfa1d916a3d8623,1,0
receipt,no_memory,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,no_memory,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,no_memory,10,0,0,0,150544199e0be321,1,0
receipt,no_memory,10,0,1,0,150544199e0be321,1,0
receipt,no_memory,10,1,0,0,150544199e0be321,0,0
receipt,no_memory,10,1,1,0,150544199e0be321,1,0
receipt,no_memory,10,2,0,0,150544199e0be321,0,0
receipt,no_memory,10,2,1,0,150544199e0be321,0,0
receipt,no_memory,10,3,0,0,150544199e0be321,0,0
receipt,no_memory,10,3,1,0,150544199e0be321,0,0
receipt,no_memory,10,4,0,0,150544199e0be321,1,0
receipt,no_memory,10,4,1,0,150544199e0be321,1,0
receipt,no_memory,11,0,0,0,a3b91ce46047daec,0,0
receipt,no_memory,11,0,1,0,a3b91ce46047daec,1,0
receipt,no_memory,11,1,0,0,a3b91ce46047daec,0,0
receipt,no_memory,11,1,1,0,a3b91ce46047daec,1,0
receipt,no_memory,11,2,0,0,a3b91ce46047daec,1,0
receipt,no_memory,11,2,1,0,a3b91ce46047daec,1,0
receipt,no_memory,11,3,0,0,a3b91ce46047daec,1,0
receipt,no_memory,11,3,1,0,a3b91ce46047daec,1,0
receipt,no_memory,11,4,0,0,a3b91ce46047daec,1,0
receipt,no_memory,11,4,1,0,a3b91ce46047daec,0,0
receipt,no_repair,0,0,0,0,ac9eef8f1a00f482,0,0
receipt,no_repair,0,0,1,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,1,0,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,1,1,0,ac9eef8f1a00f482,0,0
receipt,no_repair,0,2,0,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,2,1,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,3,0,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,3,1,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,4,0,0,ac9eef8f1a00f482,1,0
receipt,no_repair,0,4,1,0,ac9eef8f1a00f482,0,0
receipt,no_repair,1,0,0,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,1,0,1,0,cfcd17f27abc9bf3,0,1
receipt,no_repair,1,1,0,0,cfcd17f27abc9bf3,0,1
receipt,no_repair,1,1,1,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,1,2,0,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,1,2,1,0,cfcd17f27abc9bf3,0,1
receipt,no_repair,1,3,0,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,1,3,1,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,1,4,0,0,cfcd17f27abc9bf3,0,1
receipt,no_repair,1,4,1,0,cfcd17f27abc9bf3,1,1
receipt,no_repair,2,0,0,0,59d9b319754c58d8,0,1
receipt,no_repair,2,0,1,0,59d9b319754c58d8,0,1
receipt,no_repair,2,1,0,0,59d9b319754c58d8,0,1
receipt,no_repair,2,1,1,0,59d9b319754c58d8,1,1
receipt,no_repair,2,2,0,0,59d9b319754c58d8,0,1
receipt,no_repair,2,2,1,0,59d9b319754c58d8,1,1
receipt,no_repair,2,3,0,0,59d9b319754c58d8,0,1
receipt,no_repair,2,3,1,0,59d9b319754c58d8,1,1
receipt,no_repair,2,4,0,0,59d9b319754c58d8,0,1
receipt,no_repair,2,4,1,0,59d9b319754c58d8,0,1
receipt,no_repair,3,0,0,0,959a1ccc4bd4795a,0,0
receipt,no_repair,3,0,1,0,959a1ccc4bd4795a,0,0
receipt,no_repair,3,1,0,0,959a1ccc4bd4795a,1,0
receipt,no_repair,3,1,1,0,959a1ccc4bd4795a,0,0
receipt,no_repair,3,2,0,0,959a1ccc4bd4795a,1,0
receipt,no_repair,3,2,1,0,959a1ccc4bd4795a,1,0
receipt,no_repair,3,3,0,0,959a1ccc4bd4795a,1,0
receipt,no_repair,3,3,1,0,959a1ccc4bd4795a,1,0
receipt,no_repair,3,4,0,0,959a1ccc4bd4795a,0,0
receipt,no_repair,3,4,1,0,959a1ccc4bd4795a,1,0
receipt,no_repair,4,0,0,0,e42753ade51b9596,0,1
receipt,no_repair,4,0,1,0,e42753ade51b9596,0,1
receipt,no_repair,4,1,0,0,e42753ade51b9596,0,1
receipt,no_repair,4,1,1,0,e42753ade51b9596,0,1
receipt,no_repair,4,2,0,0,e42753ade51b9596,1,1
receipt,no_repair,4,2,1,0,e42753ade51b9596,0,1
receipt,no_repair,4,3,0,0,e42753ade51b9596,1,1
receipt,no_repair,4,3,1,0,e42753ade51b9596,0,1
receipt,no_repair,4,4,0,0,e42753ade51b9596,1,1
receipt,no_repair,4,4,1,0,e42753ade51b9596,1,1
receipt,no_repair,5,0,0,0,fbedc004d4e1ae4d,1,1
receipt,no_repair,5,0,1,0,fbedc004d4e1ae4d,1,1
receipt,no_repair,5,1,0,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,1,1,0,fbedc004d4e1ae4d,1,1
receipt,no_repair,5,2,0,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,2,1,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,3,0,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,3,1,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,4,0,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,5,4,1,0,fbedc004d4e1ae4d,0,1
receipt,no_repair,6,0,0,0,546ab947816e6965,0,1
receipt,no_repair,6,0,1,0,546ab947816e6965,1,1
receipt,no_repair,6,1,0,0,546ab947816e6965,0,1
receipt,no_repair,6,1,1,0,546ab947816e6965,1,1
receipt,no_repair,6,2,0,0,546ab947816e6965,0,1
receipt,no_repair,6,2,1,0,546ab947816e6965,0,1
receipt,no_repair,6,3,0,0,546ab947816e6965,0,1
receipt,no_repair,6,3,1,0,546ab947816e6965,1,1
receipt,no_repair,6,4,0,0,546ab947816e6965,0,1
receipt,no_repair,6,4,1,0,546ab947816e6965,1,1
receipt,no_repair,7,0,0,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,0,1,0,61f86ca6bb07a4a,1,0
receipt,no_repair,7,1,0,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,1,1,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,2,0,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,2,1,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,3,0,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,3,1,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,4,0,0,61f86ca6bb07a4a,0,0
receipt,no_repair,7,4,1,0,61f86ca6bb07a4a,0,0
receipt,no_repair,8,0,0,0,27a531fcfe54966c,0,1
receipt,no_repair,8,0,1,0,27a531fcfe54966c,1,1
receipt,no_repair,8,1,0,0,27a531fcfe54966c,0,1
receipt,no_repair,8,1,1,0,27a531fcfe54966c,1,1
receipt,no_repair,8,2,0,0,27a531fcfe54966c,0,1
receipt,no_repair,8,2,1,0,27a531fcfe54966c,0,1
receipt,no_repair,8,3,0,0,27a531fcfe54966c,0,1
receipt,no_repair,8,3,1,0,27a531fcfe54966c,0,1
receipt,no_repair,8,4,0,0,27a531fcfe54966c,1,1
receipt,no_repair,8,4,1,0,27a531fcfe54966c,1,1
receipt,no_repair,9,0,0,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,0,1,0,2cfa1d916a3d8623,1,0
receipt,no_repair,9,1,0,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,1,1,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,2,0,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,2,1,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,3,0,0,2cfa1d916a3d8623,0,0
receipt,no_repair,9,3,1,0,2cfa1d916a3d8623,1,0
receipt,no_repair,9,4,0,0,2cfa1d916a3d8623,1,0
receipt,no_repair,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,no_repair,10,0,0,0,150544199e0be321,0,0
receipt,no_repair,10,0,1,0,150544199e0be321,1,0
receipt,no_repair,10,1,0,0,150544199e0be321,1,0
receipt,no_repair,10,1,1,0,150544199e0be321,1,0
receipt,no_repair,10,2,0,0,150544199e0be321,0,0
receipt,no_repair,10,2,1,0,150544199e0be321,0,0
receipt,no_repair,10,3,0,0,150544199e0be321,1,0
receipt,no_repair,10,3,1,0,150544199e0be321,1,0
receipt,no_repair,10,4,0,0,150544199e0be321,1,0
receipt,no_repair,10,4,1,0,150544199e0be321,1,0
receipt,no_repair,11,0,0,0,a3b91ce46047daec,1,0
receipt,no_repair,11,0,1,0,a3b91ce46047daec,0,0
receipt,no_repair,11,1,0,0,a3b91ce46047daec,0,0
receipt,no_repair,11,1,1,0,a3b91ce46047daec,1,0
receipt,no_repair,11,2,0,0,a3b91ce46047daec,0,0
receipt,no_repair,11,2,1,0,a3b91ce46047daec,1,0
receipt,no_repair,11,3,0,0,a3b91ce46047daec,0,0
receipt,no_repair,11,3,1,0,a3b91ce46047daec,1,0
receipt,no_repair,11,4,0,0,a3b91ce46047daec,1,0
receipt,no_repair,11,4,1,0,a3b91ce46047daec,1,0
summary,policy,rows,hits,steps,tools,restarts,input_xor,derived_from_receipts
summary,candidate,120,60,120,120,12,0,true
summary,fixed,120,65,120,120,12,0,true
summary,broad,120,67,120,120,12,0,true
summary,random,120,60,120,120,12,0,true
summary,replay,120,56,120,120,12,0,true
summary,no_memory,120,62,120,120,12,0,true
summary,no_repair,120,54,120,120,12,0,true
audit,all_controls,120,ledger_derived,120,120,12,shared_inputs,PASS
