target,seed,row,arm,candidate_evaluations,grammar,mask,modulus,residue,validation_accuracy,test_accuracy,detail
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,937,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,937,random_directed,215,3,1,0.5967,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,938,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,938,random_directed,31,2,1,0.5575,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,939,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,939,random_directed,34,3,0,0.5725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,940,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,940,random_directed,30,3,2,0.5842,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,941,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,941,random_directed,20,2,1,0.5533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,942,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,942,random_directed,98,3,1,0.5842,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,943,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,943,random_directed,70,3,0,0.5508,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,944,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,944,random_directed,42,3,0,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,945,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,945,random_directed,107,2,1,0.5525,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,946,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,946,random_directed,64,2,1,0.5242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,947,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,947,random_directed,213,3,2,0.5758,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,948,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,948,random_directed,41,3,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,949,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,949,random_directed,187,2,1,0.5525,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,950,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,950,random_directed,52,3,1,0.5917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,951,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,951,random_directed,5,3,0,0.5567,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,952,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,952,random_directed,212,3,1,0.5933,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,953,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,953,random_directed,105,3,2,0.5600,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,954,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,954,random_directed,62,2,1,0.5367,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,955,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,955,random_directed,248,3,2,0.5808,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,956,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,956,random_directed,96,3,1,0.5725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,957,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,957,random_directed,179,3,0,0.5592,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,958,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,958,random_directed,33,3,2,0.5725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,959,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,959,random_directed,37,2,0,0.4925,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,960,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,960,random_directed,110,3,2,0.5933,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,961,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,961,random_directed,38,3,2,0.5750,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,962,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,962,random_directed,171,2,1,0.5325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,963,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,963,random_directed,69,3,2,0.5808,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,964,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,964,random_directed,227,2,1,0.4933,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,965,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,965,random_directed,136,3,0,0.5775,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,966,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,966,random_directed,46,3,1,0.6083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,967,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,967,random_directed,1,2,0,0.4658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,968,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,968,random_directed,146,3,2,0.5633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,969,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,969,random_directed,234,2,1,0.5600,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,970,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,970,random_directed,169,3,1,0.6083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,971,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,971,random_directed,151,2,1,0.5208,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,972,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,972,random_directed,9,3,1,0.4958,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,973,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,973,random_directed,156,3,0,0.5475,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,974,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,974,random_directed,147,3,2,0.5908,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,975,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,975,random_directed,190,2,0,0.4425,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,976,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,976,random_directed,85,2,0,0.4508,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,977,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,977,random_directed,14,2,1,0.5392,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,978,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,978,random_directed,91,2,0,0.4483,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,979,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,979,random_directed,185,2,1,0.5192,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,980,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,980,random_directed,166,3,0,0.5433,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,981,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,981,random_directed,57,3,0,0.5167,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,982,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,982,random_directed,9,3,0,0.6000,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,983,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,983,random_directed,204,2,0,0.4692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,984,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,984,random_directed,223,3,2,0.6050,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,985,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,985,random_directed,184,2,1,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,986,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,986,random_directed,205,3,2,0.5992,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,987,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,987,random_directed,240,2,1,0.5275,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,988,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,988,random_directed,194,2,0,0.4742,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,989,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,989,random_directed,128,3,2,0.5892,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,990,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,990,random_directed,118,3,2,0.5900,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,991,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,991,random_directed,50,2,0,0.4825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,992,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,992,random_directed,44,2,1,0.5517,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,993,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,993,random_directed,244,2,1,0.5133,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,994,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,994,random_directed,169,2,0,0.4733,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,995,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,995,random_directed,64,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,996,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,996,random_directed,136,2,0,0.4633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,997,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,997,random_directed,170,3,2,0.5692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,998,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,998,random_directed,124,3,1,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,999,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,999,random_directed,216,3,0,0.5575,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1000,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1000,random_directed,174,2,1,0.5500,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1001,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1001,random_directed,140,2,0,0.4633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1002,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1002,random_directed,212,2,1,0.5292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1003,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1003,random_directed,10,2,1,0.5600,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1004,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1004,random_directed,57,2,0,0.4567,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1005,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1005,random_directed,85,2,1,0.5492,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1006,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1006,random_directed,112,3,0,0.5658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1007,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1007,random_directed,130,2,0,0.4633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1008,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1008,random_directed,58,3,2,0.5583,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1009,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1009,random_directed,122,3,0,0.5783,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1010,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1010,random_directed,36,2,0,0.4683,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1011,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1011,random_directed,107,2,1,0.5525,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1012,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1012,random_directed,165,3,1,0.5817,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1013,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1013,random_directed,224,3,0,0.5408,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1014,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1014,random_directed,204,3,0,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1015,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1015,random_directed,131,3,0,0.5650,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1016,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1016,random_directed,158,3,0,0.5683,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1017,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1017,random_directed,122,3,1,0.5692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1018,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1018,random_directed,11,3,0,0.5875,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1019,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1019,random_directed,226,2,1,0.5133,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1020,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1020,random_directed,106,3,2,0.5758,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1021,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1021,random_directed,167,3,0,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1022,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1022,random_directed,52,3,2,0.5783,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1023,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1023,random_directed,142,2,1,0.5233,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1024,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1024,random_directed,92,2,1,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1025,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1025,random_directed,46,3,1,0.6083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1026,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1026,random_directed,160,3,2,0.5500,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1027,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1027,random_directed,9,2,1,0.5575,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1028,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1028,random_directed,17,2,0,0.4417,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1029,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1029,random_directed,104,2,0,0.4800,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1030,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1030,random_directed,213,3,0,0.5508,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1031,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1031,random_directed,162,2,1,0.5217,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1032,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1032,random_directed,81,2,1,0.5200,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1033,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1033,random_directed,34,3,2,0.5717,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1034,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1034,random_directed,246,3,1,0.5675,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1035,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1035,random_directed,116,3,1,0.5658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1036,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1036,random_directed,228,2,1,0.5275,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1037,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1037,random_directed,251,2,0,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1038,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1038,random_directed,164,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1039,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1039,random_directed,91,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1040,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1040,random_directed,185,3,1,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1041,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1041,random_directed,7,3,0,0.5767,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1042,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1042,random_directed,45,2,1,0.5350,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1043,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1043,random_directed,181,3,1,0.5875,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1044,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1044,random_directed,206,2,1,0.5167,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1045,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1045,random_directed,240,2,0,0.4725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1046,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1046,random_directed,200,3,1,0.5517,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1047,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1047,random_directed,65,2,1,0.5517,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1048,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1048,random_directed,196,3,2,0.5525,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1049,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1049,random_directed,54,2,0,0.4658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1050,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1050,random_directed,17,3,2,0.5683,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1051,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1051,random_directed,103,3,2,0.5792,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1052,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1052,random_directed,167,3,1,0.5983,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1053,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1053,random_directed,253,3,0,0.4667,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1054,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1054,random_directed,251,3,2,0.6142,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1055,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1055,random_directed,151,3,2,0.5983,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1056,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1056,random_directed,196,3,2,0.5525,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1057,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1057,random_directed,73,2,0,0.4592,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1058,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1058,random_directed,239,2,0,0.4517,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1059,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1059,random_directed,214,3,1,0.5667,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1060,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1060,random_directed,185,3,1,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1061,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1061,random_directed,57,2,1,0.5433,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1062,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1062,random_directed,173,2,0,0.4692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,direct_v6,1063,fixed,4,2,0,0.5450,,
